user,time slot,region,ground truth,sensing traffic,prediction,BPMF,noise(pp)
13,50,20,352.0,352,374,354.0,0.0
13,67,29,5.0,5,7,7.0,0.0
13,74,2,31.0,31,39,25.0,0.0
13,118,5,68.0,68,53,47.0,0.0
13,98,5,70.0,70,79,70.0,0.0
13,56,12,34.0,34,38,41.0,0.0
13,13,12,48.0,48,51,45.0,0.0
13,99,21,110.0,110,105,110.0,0.0
13,45,29,10.0,10,8,8.0,0.0
14,17,2,90.0,90,87,86.0,0.0
14,71,15,25.0,25,49,29.0,0.0
14,85,27,37.0,37,38,38.0,0.0
14,38,21,78.0,78,97,107.0,0.0
14,45,7,254.0,254,234,254.0,0.0
14,80,7,13.0,13,15,26.0,0.0
14,60,11,66.0,66,71,66.0,0.0
14,95,22,116.0,116,106,94.0,0.0
14,53,30,80.0,80,79,69.0,0.0
14,27,17,0.0,0,0,-0.0,0.0
14,61,6,241.0,241,222,210.0,0.0
14,62,7,177.0,177,187,174.0,0.0
14,88,18,117.0,117,133,129.0,0.0
14,64,28,10.0,10,14,10.0,0.0
14,40,11,59.0,59,67,61.0,0.0
14,63,19,48.0,48,61,64.0,0.0
14,83,17,0.0,0,0,0.0,0.0
14,7,9,360.0,360,350,361.0,0.0
14,56,29,5.0,5,7,6.0,0.0
14,116,14,42.0,42,47,46.0,0.0
14,18,21,158.0,158,165,134.0,0.0
14,112,9,154.0,154,159,141.0,0.0
14,104,25,37.0,37,33,35.0,0.0
14,6,18,218.0,218,216,203.0,0.0
14,79,0,13.0,13,7,13.0,0.0
14,110,27,47.0,47,47,38.0,0.0
14,3,9,378.0,378,388,385.0,0.0
14,115,28,5.0,5,10,6.0,0.0
14,113,11,43.0,43,44,36.0,0.0
14,50,17,0.0,0,1,-0.0,0.0
15,56,9,340.0,340,276,294.0,0.0
15,44,26,159.0,159,130,136.0,0.0
15,101,0,41.0,41,37,38.0,0.0
15,49,22,138.0,138,163,145.0,0.0
15,54,31,2.0,2,1,0.0,0.0
15,103,16,53.0,53,49,55.0,0.0
15,62,10,190.0,190,187,150.0,0.0
15,116,4,50.0,50,51,35.0,0.0
15,93,30,32.0,32,44,44.0,0.0
15,28,24,11.0,11,12,18.0,0.0
15,117,20,151.0,151,140,142.0,0.0
15,25,31,1.0,1,0,0.0,0.0
15,119,3,5.0,5,31,4.0,0.0
15,26,19,16.0,16,14,19.0,0.0
15,75,8,50.0,50,40,51.0,0.0
15,90,24,90.0,90,102,94.0,0.0
15,6,27,100.0,100,90,96.0,0.0
15,112,29,6.0,6,4,2.0,0.0
15,4,27,102.0,102,90,110.0,0.0
15,29,14,11.0,11,12,7.0,0.0
15,81,23,15.0,15,9,10.0,0.0
15,10,0,61.0,61,60,63.0,0.0
15,23,19,30.0,30,37,47.0,0.0
15,46,8,240.0,240,225,249.0,0.0
15,7,7,226.0,226,223,241.0,0.0
15,99,23,35.0,35,45,43.0,0.0
15,86,13,82.0,82,75,94.0,0.0
15,22,26,117.0,117,118,91.0,0.0
15,100,17,0.0,0,1,0.0,0.0
15,78,24,4.0,4,10,23.0,0.0
16,77,20,54.0,54,44,52.0,0.0
16,13,23,40.0,40,57,61.0,0.0
16,119,0,2.0,2,25,8.0,0.0
16,113,11,43.0,43,44,36.0,0.0
16,10,28,11.0,11,12,13.0,0.0
16,101,4,58.0,58,57,52.0,0.0
16,40,25,85.0,85,67,49.0,0.0
16,41,0,67.0,67,54,61.0,0.0
16,68,10,142.0,142,134,148.0,0.0
16,58,14,121.0,121,100,88.0,0.0
16,112,22,69.0,69,68,65.0,0.0
16,32,28,2.0,2,2,3.0,0.0
16,3,20,411.0,411,426,393.0,0.0
16,66,18,97.0,97,139,127.0,0.0
16,5,4,91.0,91,109,100.0,0.0
16,24,22,56.0,56,66,67.0,0.0
16,47,3,69.0,69,59,68.0,0.0
16,115,26,58.0,58,71,58.0,0.0
16,26,19,16.0,16,14,19.0,0.0
16,67,7,131.0,131,125,191.0,0.0
16,44,8,261.0,261,234,227.0,0.0
16,104,29,5.0,5,4,4.0,0.0
16,25,13,61.0,61,43,57.0,0.0
16,108,5,65.0,65,63,65.0,0.0
16,86,0,29.0,29,21,47.0,0.0
16,93,8,111.0,111,129,138.0,0.0
16,38,15,48.0,48,65,63.0,0.0
16,39,15,73.0,73,75,77.0,0.0
16,106,21,90.0,90,100,95.0,0.0
16,49,11,74.0,74,84,79.0,0.0
17,55,4,97.0,97,81,81.0,0.0
17,13,7,232.0,232,218,207.0,0.0
17,71,28,1.0,1,12,1.0,0.0
17,115,13,63.0,63,64,67.0,0.0
17,36,26,79.0,79,72,66.0,0.0
17,78,10,25.0,25,21,19.0,0.0
17,69,20,257.0,257,245,217.0,0.0
17,100,14,68.0,68,73,74.0,0.0
17,25,17,0.0,0,0,0.0,0.0
17,91,27,99.0,99,55,58.0,0.0
17,37,19,60.0,60,66,48.0,0.0
17,99,3,30.0,30,39,40.0,0.0
17,56,9,340.0,340,276,294.0,0.0
17,65,18,100.0,100,133,144.0,0.0
17,77,21,28.0,28,29,27.0,0.0
17,59,2,71.0,71,71,69.0,0.0
17,68,19,39.0,39,38,57.0,0.0
17,81,30,12.0,12,10,9.0,0.0
17,33,21,29.0,29,37,26.0,0.0
17,34,26,31.0,31,44,39.0,0.0
17,29,11,14.0,14,9,17.0,0.0
17,2,23,59.0,59,73,83.0,0.0
17,15,28,18.0,18,13,13.0,0.0
17,114,28,3.0,3,10,8.0,0.0
17,110,18,70.0,70,92,84.0,0.0
17,12,13,172.0,172,173,137.0,0.0
17,22,23,26.0,26,34,45.0,0.0
17,53,1,129.0,129,101,114.0,0.0
17,31,6,19.0,19,18,26.0,0.0
17,27,10,40.0,40,27,38.0,0.0
18,22,21,132.0,132,141,116.0,0.0
18,65,16,57.0,57,79,68.0,0.0
18,9,30,73.0,73,60,65.0,0.0
18,17,27,92.0,92,86,79.0,0.0
18,97,16,44.0,44,54,58.0,0.0
18,26,26,35.0,35,37,27.0,0.0
18,100,28,5.0,5,9,9.0,0.0
18,99,3,30.0,30,39,40.0,0.0
18,63,26,111.0,111,107,104.0,0.0
18,72,17,0.0,0,0,0.0,0.0
18,98,10,150.0,150,124,124.0,0.0
18,89,9,226.0,226,215,225.0,0.0
18,27,12,8.0,8,7,10.0,0.0
18,30,13,13.0,13,13,13.0,0.0
18,93,25,46.0,46,52,39.0,0.0
18,16,6,260.0,260,234,219.0,0.0
18,29,6,29.0,29,22,21.0,0.0
18,115,7,66.0,66,103,102.0,0.0
18,49,8,209.0,209,213,218.0,0.0
18,45,13,196.0,196,151,179.0,0.0
18,77,24,9.0,9,13,20.0,0.0
18,75,7,35.0,35,37,51.0,0.0
18,104,16,52.0,52,48,47.0,0.0
18,80,24,11.0,11,10,15.0,0.0
18,111,22,72.0,72,80,67.0,0.0
18,13,24,87.0,87,99,127.0,0.0
18,78,15,9.0,9,14,13.0,0.0
18,3,25,55.0,55,69,72.0,0.0
18,67,8,84.0,84,126,192.0,0.0
18,76,3,10.0,10,15,14.0,0.0
19,93,6,159.0,159,160,174.0,0.0
19,80,17,0.0,0,0,0.0,0.0
19,19,7,120.0,120,127,161.0,0.0
19,45,20,317.0,317,374,378.0,0.0
19,2,25,62.0,62,63,75.0,0.0
19,62,2,65.0,65,79,73.0,0.0
19,118,28,3.0,3,7,6.0,0.0
19,7,16,106.0,106,101,96.0,0.0
19,3,24,138.0,138,151,152.0,0.0
19,30,18,19.0,19,11,13.0,0.0
19,5,13,162.0,162,209,185.0,0.0
19,1,23,54.0,54,66,73.0,0.0
19,28,24,11.0,11,12,18.0,0.0
19,83,4,21.0,21,16,34.0,0.0
19,41,4,69.0,69,62,76.0,0.0
19,8,12,36.0,36,48,53.0,0.0
19,112,17,0.0,0,1,0.0,0.0
19,44,23,94.0,94,68,67.0,0.0
19,84,30,26.0,26,20,17.0,0.0
19,54,22,162.0,162,150,137.0,0.0
19,17,25,41.0,41,53,56.0,0.0
19,27,20,57.0,57,53,65.0,0.0
19,57,1,110.0,110,89,88.0,0.0
19,55,5,121.0,121,101,107.0,0.0
19,18,25,48.0,48,57,49.0,0.0
19,116,23,14.0,14,27,25.0,0.0
19,39,27,74.0,74,90,70.0,0.0
19,22,29,4.0,4,5,5.0,0.0
19,106,1,45.0,45,55,55.0,0.0
19,42,19,91.0,91,86,84.0,0.0
20,54,21,173.0,173,164,170.0,0.0
20,118,23,18.0,18,20,24.0,0.0
20,110,19,28.0,28,42,31.0,0.0
20,76,22,26.0,26,34,26.0,0.0
20,13,22,132.0,132,143,130.0,0.0
20,79,7,17.0,17,16,26.0,0.0
20,80,9,38.0,38,32,42.0,0.0
20,58,17,1.0,1,1,0.0,0.0
20,90,9,217.0,217,229,210.0,0.0
20,19,22,145.0,145,126,118.0,0.0
20,78,0,8.0,8,8,5.0,0.0
20,77,19,11.0,11,8,10.0,0.0
20,5,24,169.0,169,170,158.0,0.0
20,32,4,10.0,10,8,6.0,0.0
20,43,17,0.0,0,1,0.0,0.0
20,103,20,194.0,194,190,198.0,0.0
20,94,21,121.0,121,124,109.0,0.0
20,93,16,55.0,55,55,55.0,0.0
20,48,3,72.0,72,64,71.0,0.0
20,3,30,83.0,83,78,81.0,0.0
20,113,10,139.0,139,99,90.0,0.0
20,4,1,140.0,140,128,129.0,0.0
20,63,20,240.0,240,278,259.0,0.0
20,11,4,62.0,62,88,87.0,0.0
20,45,4,89.0,89,88,96.0,0.0
20,37,16,41.0,41,58,46.0,0.0
20,85,16,33.0,33,35,34.0,0.0
20,117,15,49.0,49,42,42.0,0.0
20,112,10,109.0,109,91,82.0,0.0
20,30,13,13.0,13,13,13.0,0.0
21,106,8,117.0,117,91,122.0,0.0
21,32,30,3.0,3,6,13.0,0.0
21,26,27,23.0,23,21,24.0,0.0
21,14,11,87.0,87,78,72.0,0.0
21,72,31,0.0,0,0,0.0,0.0
21,42,31,0.0,0,1,0.0,0.0
21,103,20,194.0,194,190,198.0,0.0
21,31,6,19.0,19,18,26.0,0.0
21,75,9,84.0,84,63,64.0,0.0
21,86,28,10.0,10,8,8.0,0.0
21,92,27,83.0,83,59,52.0,0.0
21,68,15,60.0,60,59,75.0,0.0
21,87,3,39.0,39,34,37.0,0.0
21,45,19,79.0,79,101,85.0,0.0
21,20,12,27.0,27,25,35.0,0.0
21,19,18,133.0,133,153,144.0,0.0
21,114,17,0.0,0,1,0.0,0.0
21,95,10,143.0,143,129,124.0,0.0
21,1,2,111.0,111,95,108.0,0.0
21,74,1,31.0,31,46,27.0,0.0
21,6,11,76.0,76,82,93.0,0.0
21,115,3,53.0,53,48,31.0,0.0
21,104,12,41.0,41,30,27.0,0.0
21,44,4,85.0,85,87,88.0,0.0
21,46,26,145.0,145,128,143.0,0.0
21,37,1,49.0,49,48,58.0,0.0
