2024-04-08 15:30:17.680162: [training]
2024-04-08 15:31:56.589929: iter: [1/300], train_loss: 12.446662, valid_loss: 0.549931, best_valid_loss: 0.549931, lr: 0.00100
2024-04-08 18:22:30.941362: iter: [119/300], train_loss: 1.678048, valid_loss: 0.204334, best_valid_loss: 0.196435, lr: 0.00100
2024-04-08 18:23:58.067867: iter: [120/300], train_loss: 1.643037, valid_loss: 0.201721, best_valid_loss: 0.196435, lr: 0.00100
2024-04-08 18:25:23.638917: iter: [121/300], train_loss: 1.694714, valid_loss: 0.204906, best_valid_loss: 0.196435, lr: 0.00100
2024-04-08 18:26:49.838010: iter: [122/300], train_loss: 1.674293, valid_loss: 0.200855, best_valid_loss: 0.196435, lr: 0.00100
2024-04-08 18:28:13.237742: iter: [123/300], train_loss: 1.682939, valid_loss: 0.217342, best_valid_loss: 0.196435, lr: 0.00100
2024-04-08 18:29:41.300962: iter: [124/300], train_loss: 1.665094, valid_loss: 0.195771, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:31:06.820409: iter: [125/300], train_loss: 1.657804, valid_loss: 0.198901, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:32:32.289978: iter: [126/300], train_loss: 1.644452, valid_loss: 0.199025, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:33:58.518327: iter: [127/300], train_loss: 1.707363, valid_loss: 0.206954, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:35:22.322171: iter: [128/300], train_loss: 1.670024, valid_loss: 0.197967, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:36:45.907825: iter: [129/300], train_loss: 1.705709, valid_loss: 0.216924, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:38:10.834324: iter: [130/300], train_loss: 1.675334, valid_loss: 0.214632, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:39:35.070829: iter: [131/300], train_loss: 1.695942, valid_loss: 0.204990, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:40:57.505527: iter: [132/300], train_loss: 1.651959, valid_loss: 0.200251, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:42:19.710185: iter: [133/300], train_loss: 1.650986, valid_loss: 0.203586, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:43:41.639578: iter: [134/300], train_loss: 1.649775, valid_loss: 0.197872, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:45:03.429404: iter: [135/300], train_loss: 1.703118, valid_loss: 0.205273, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:46:23.301654: iter: [136/300], train_loss: 1.647105, valid_loss: 0.195963, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:47:43.043702: iter: [137/300], train_loss: 1.635829, valid_loss: 0.198080, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:49:02.766601: iter: [138/300], train_loss: 1.655450, valid_loss: 0.197518, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:50:21.543261: iter: [139/300], train_loss: 1.647949, valid_loss: 0.207600, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:51:40.874869: iter: [140/300], train_loss: 1.708030, valid_loss: 0.199256, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:53:00.141649: iter: [141/300], train_loss: 1.694679, valid_loss: 0.205764, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:54:18.842521: iter: [142/300], train_loss: 1.645344, valid_loss: 0.202114, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:55:37.354094: iter: [143/300], train_loss: 1.700029, valid_loss: 0.197999, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:56:55.907268: iter: [144/300], train_loss: 1.641149, valid_loss: 0.208155, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:58:13.810658: iter: [145/300], train_loss: 1.641594, valid_loss: 0.198059, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 18:59:32.254753: iter: [146/300], train_loss: 1.639878, valid_loss: 0.211517, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 19:00:50.310126: iter: [147/300], train_loss: 1.693297, valid_loss: 0.211806, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 19:02:08.193914: iter: [148/300], train_loss: 1.634035, valid_loss: 0.206386, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 19:03:26.056366: iter: [149/300], train_loss: 1.698410, valid_loss: 0.202321, best_valid_loss: 0.195771, lr: 0.00100
2024-04-08 19:04:45.109663: iter: [150/300], train_loss: 1.534005, valid_loss: 0.193893, best_valid_loss: 0.193893, lr: 0.00100
2024-04-08 19:06:02.842701: iter: [151/300], train_loss: 1.506362, valid_loss: 0.194397, best_valid_loss: 0.193893, lr: 0.00100
2024-04-08 19:07:21.430627: iter: [152/300], train_loss: 1.497182, valid_loss: 0.192202, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:08:39.363191: iter: [153/300], train_loss: 1.491767, valid_loss: 0.193750, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:09:57.217166: iter: [154/300], train_loss: 1.490043, valid_loss: 0.192255, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:11:15.993095: iter: [155/300], train_loss: 1.482998, valid_loss: 0.195466, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:12:35.236482: iter: [156/300], train_loss: 1.484728, valid_loss: 0.193338, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:13:53.952526: iter: [157/300], train_loss: 1.486633, valid_loss: 0.192532, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:15:12.646118: iter: [158/300], train_loss: 1.480261, valid_loss: 0.194120, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:16:32.806669: iter: [159/300], train_loss: 1.478972, valid_loss: 0.194390, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:18:03.002226: iter: [160/300], train_loss: 1.480338, valid_loss: 0.192541, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:19:32.910164: iter: [161/300], train_loss: 1.479193, valid_loss: 0.194173, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:21:01.695951: iter: [162/300], train_loss: 1.478160, valid_loss: 0.197136, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:22:32.666317: iter: [163/300], train_loss: 1.476870, valid_loss: 0.193484, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:24:01.912242: iter: [164/300], train_loss: 1.476402, valid_loss: 0.193997, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:25:32.556003: iter: [165/300], train_loss: 1.478262, valid_loss: 0.193002, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:27:01.330373: iter: [166/300], train_loss: 1.474392, valid_loss: 0.194378, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:28:32.110324: iter: [167/300], train_loss: 1.475354, valid_loss: 0.195361, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:29:59.379238: iter: [168/300], train_loss: 1.474361, valid_loss: 0.196380, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:31:27.064720: iter: [169/300], train_loss: 1.472810, valid_loss: 0.194550, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:32:50.650062: iter: [170/300], train_loss: 1.472428, valid_loss: 0.192946, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:34:13.080252: iter: [171/300], train_loss: 1.475500, valid_loss: 0.195021, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:35:33.768327: iter: [172/300], train_loss: 1.471113, valid_loss: 0.193528, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:36:53.876079: iter: [173/300], train_loss: 1.471904, valid_loss: 0.197017, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:38:14.026665: iter: [174/300], train_loss: 1.471125, valid_loss: 0.193169, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:39:32.392007: iter: [175/300], train_loss: 1.475122, valid_loss: 0.193494, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:40:49.842252: iter: [176/300], train_loss: 1.470812, valid_loss: 0.195346, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:42:06.931460: iter: [177/300], train_loss: 1.470907, valid_loss: 0.195484, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:43:24.650312: iter: [178/300], train_loss: 1.465868, valid_loss: 0.192979, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:44:41.911865: iter: [179/300], train_loss: 1.467761, valid_loss: 0.192951, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:45:59.408468: iter: [180/300], train_loss: 1.467510, valid_loss: 0.197277, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:47:16.715043: iter: [181/300], train_loss: 1.465483, valid_loss: 0.193624, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:48:33.867377: iter: [182/300], train_loss: 1.464817, valid_loss: 0.194818, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:49:51.286624: iter: [183/300], train_loss: 1.465598, valid_loss: 0.194554, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:51:08.552707: iter: [184/300], train_loss: 1.465149, valid_loss: 0.196167, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:52:26.156560: iter: [185/300], train_loss: 1.468511, valid_loss: 0.193480, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:53:43.928612: iter: [186/300], train_loss: 1.463921, valid_loss: 0.194892, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:55:01.529892: iter: [187/300], train_loss: 1.461477, valid_loss: 0.193438, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:56:18.987165: iter: [188/300], train_loss: 1.460298, valid_loss: 0.196075, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:57:36.394197: iter: [189/300], train_loss: 1.461620, valid_loss: 0.195225, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 19:58:54.409441: iter: [190/300], train_loss: 1.463197, valid_loss: 0.194883, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:00:11.849426: iter: [191/300], train_loss: 1.459855, valid_loss: 0.193856, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:01:29.604784: iter: [192/300], train_loss: 1.462970, valid_loss: 0.194601, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:02:47.390903: iter: [193/300], train_loss: 1.461859, valid_loss: 0.194479, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:04:04.715244: iter: [194/300], train_loss: 1.460845, valid_loss: 0.194006, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:05:22.250890: iter: [195/300], train_loss: 1.459233, valid_loss: 0.196793, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:06:39.866608: iter: [196/300], train_loss: 1.457290, valid_loss: 0.195606, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:07:57.938460: iter: [197/300], train_loss: 1.458201, valid_loss: 0.193319, best_valid_loss: 0.192202, lr: 0.00100
2024-04-08 20:09:15.364223: iter: [198/300], train_loss: 1.456000, valid_loss: 0.194861, best_valid_loss: 0.192202, lr: 0.00100
