2024-07-18 18:29:21.052938: [training]
2024-07-18 20:04:02.357888: [training]
2024-07-18 20:05:27.000675: iter: [1/300], train_loss: 14.789192, valid_loss: 1.537066, best_valid_loss: 1.537066, lr: 0.00100
2024-07-18 20:25:48.316043: iter: [16/300], train_loss: 2.129858, valid_loss: 0.242712, best_valid_loss: 0.234886, lr: 0.00100
2024-07-18 20:27:09.452984: iter: [17/300], train_loss: 2.106405, valid_loss: 0.227519, best_valid_loss: 0.227519, lr: 0.00100
2024-07-18 20:28:30.269652: iter: [18/300], train_loss: 2.092635, valid_loss: 0.239777, best_valid_loss: 0.227519, lr: 0.00100
2024-07-18 20:29:50.816033: iter: [19/300], train_loss: 2.211868, valid_loss: 0.227812, best_valid_loss: 0.227519, lr: 0.00100
2024-07-18 20:31:11.703776: iter: [20/300], train_loss: 2.081705, valid_loss: 0.254245, best_valid_loss: 0.227519, lr: 0.00100
2024-07-18 20:32:32.301980: iter: [21/300], train_loss: 2.024218, valid_loss: 0.246517, best_valid_loss: 0.227519, lr: 0.00100
2024-07-18 20:33:52.766094: iter: [22/300], train_loss: 2.086645, valid_loss: 0.220080, best_valid_loss: 0.220080, lr: 0.00100
2024-07-18 20:35:13.292497: iter: [23/300], train_loss: 1.962327, valid_loss: 0.217352, best_valid_loss: 0.217352, lr: 0.00100
2024-07-18 20:36:33.412738: iter: [24/300], train_loss: 1.966028, valid_loss: 0.216132, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:37:53.230069: iter: [25/300], train_loss: 1.931202, valid_loss: 0.218089, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:39:13.056174: iter: [26/300], train_loss: 1.981655, valid_loss: 0.224353, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:40:32.438082: iter: [27/300], train_loss: 1.983359, valid_loss: 0.266636, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:41:52.753188: iter: [28/300], train_loss: 1.999866, valid_loss: 0.266072, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:43:12.696043: iter: [29/300], train_loss: 1.941655, valid_loss: 0.243142, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:44:32.444649: iter: [30/300], train_loss: 2.027204, valid_loss: 0.257156, best_valid_loss: 0.216132, lr: 0.00100
2024-07-18 20:45:52.759660: iter: [31/300], train_loss: 1.945180, valid_loss: 0.212991, best_valid_loss: 0.212991, lr: 0.00100
2024-07-18 20:47:12.689627: iter: [32/300], train_loss: 1.877128, valid_loss: 0.216101, best_valid_loss: 0.212991, lr: 0.00100
2024-07-18 20:48:33.064689: iter: [33/300], train_loss: 1.885062, valid_loss: 0.204384, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:49:53.048437: iter: [34/300], train_loss: 1.909964, valid_loss: 0.218604, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:51:12.975577: iter: [35/300], train_loss: 1.948241, valid_loss: 0.218917, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:52:32.641465: iter: [36/300], train_loss: 1.855797, valid_loss: 0.213211, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:53:52.541930: iter: [37/300], train_loss: 1.905857, valid_loss: 0.208855, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:55:12.254958: iter: [38/300], train_loss: 1.830246, valid_loss: 0.216411, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:56:32.067380: iter: [39/300], train_loss: 1.899147, valid_loss: 0.209304, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:57:51.872296: iter: [40/300], train_loss: 1.830895, valid_loss: 0.211114, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 20:59:11.731912: iter: [41/300], train_loss: 1.842831, valid_loss: 0.208178, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:00:31.241249: iter: [42/300], train_loss: 1.790017, valid_loss: 0.216539, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:01:51.021148: iter: [43/300], train_loss: 1.838684, valid_loss: 0.219447, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:03:10.816901: iter: [44/300], train_loss: 1.932975, valid_loss: 0.212190, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:04:30.440048: iter: [45/300], train_loss: 1.799576, valid_loss: 0.208735, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:05:50.280427: iter: [46/300], train_loss: 1.788766, valid_loss: 0.219052, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:07:10.188853: iter: [47/300], train_loss: 1.828149, valid_loss: 0.208891, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:08:29.989948: iter: [48/300], train_loss: 1.804992, valid_loss: 0.205685, best_valid_loss: 0.204384, lr: 0.00100
2024-07-18 21:09:50.302333: iter: [49/300], train_loss: 1.765436, valid_loss: 0.204140, best_valid_loss: 0.204140, lr: 0.00100
2024-07-18 21:11:10.240676: iter: [50/300], train_loss: 1.769177, valid_loss: 0.216835, best_valid_loss: 0.204140, lr: 0.00100
2024-07-18 21:12:30.135622: iter: [51/300], train_loss: 1.824293, valid_loss: 0.215651, best_valid_loss: 0.204140, lr: 0.00100
2024-07-18 21:13:50.898431: iter: [52/300], train_loss: 1.844176, valid_loss: 0.203392, best_valid_loss: 0.203392, lr: 0.00100
2024-07-18 21:15:10.660810: iter: [53/300], train_loss: 1.774548, valid_loss: 0.223554, best_valid_loss: 0.203392, lr: 0.00100
2024-07-18 21:16:30.275552: iter: [54/300], train_loss: 1.786223, valid_loss: 0.217955, best_valid_loss: 0.203392, lr: 0.00100
2024-07-18 21:17:50.431406: iter: [55/300], train_loss: 1.767764, valid_loss: 0.202659, best_valid_loss: 0.202659, lr: 0.00100
2024-07-18 21:19:10.576399: iter: [56/300], train_loss: 1.867531, valid_loss: 0.202059, best_valid_loss: 0.202059, lr: 0.00100
2024-07-18 21:20:30.290806: iter: [57/300], train_loss: 1.740496, valid_loss: 0.205826, best_valid_loss: 0.202059, lr: 0.00100
2024-07-18 21:21:50.235229: iter: [58/300], train_loss: 1.750206, valid_loss: 0.224338, best_valid_loss: 0.202059, lr: 0.00100
2024-07-18 21:23:10.571586: iter: [59/300], train_loss: 1.815257, valid_loss: 0.200012, best_valid_loss: 0.200012, lr: 0.00100
2024-07-18 21:24:30.435208: iter: [60/300], train_loss: 1.737695, valid_loss: 0.207084, best_valid_loss: 0.200012, lr: 0.00100
2024-07-18 21:25:50.200439: iter: [61/300], train_loss: 1.789180, valid_loss: 0.199159, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:27:09.645347: iter: [62/300], train_loss: 1.753657, valid_loss: 0.204154, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:28:29.410068: iter: [63/300], train_loss: 1.728322, valid_loss: 0.214058, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:29:49.151033: iter: [64/300], train_loss: 1.749092, valid_loss: 0.208895, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:31:08.768268: iter: [65/300], train_loss: 1.780815, valid_loss: 0.210790, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:32:28.310222: iter: [66/300], train_loss: 1.729450, valid_loss: 0.199884, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:33:48.059122: iter: [67/300], train_loss: 1.740697, valid_loss: 0.199379, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:35:07.853271: iter: [68/300], train_loss: 1.750721, valid_loss: 0.231601, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:36:27.556709: iter: [69/300], train_loss: 1.839719, valid_loss: 0.225829, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:37:47.152387: iter: [70/300], train_loss: 1.736756, valid_loss: 0.214146, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:39:06.996123: iter: [71/300], train_loss: 1.771007, valid_loss: 0.204478, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:40:26.317300: iter: [72/300], train_loss: 1.710904, valid_loss: 0.215753, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:41:45.979554: iter: [73/300], train_loss: 1.707352, valid_loss: 0.200542, best_valid_loss: 0.199159, lr: 0.00100
2024-07-18 21:43:06.151976: iter: [74/300], train_loss: 1.735626, valid_loss: 0.198630, best_valid_loss: 0.198630, lr: 0.00100
2024-07-18 21:44:25.909489: iter: [75/300], train_loss: 1.696316, valid_loss: 0.197754, best_valid_loss: 0.197754, lr: 0.00100
2024-07-18 21:45:46.138731: iter: [76/300], train_loss: 1.706143, valid_loss: 0.196104, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:47:05.873062: iter: [77/300], train_loss: 1.708182, valid_loss: 0.199706, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:48:25.524628: iter: [78/300], train_loss: 1.746126, valid_loss: 0.202883, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:49:45.416235: iter: [79/300], train_loss: 1.715823, valid_loss: 0.207455, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:51:05.467286: iter: [80/300], train_loss: 1.744810, valid_loss: 0.200648, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:52:24.733002: iter: [81/300], train_loss: 1.758595, valid_loss: 0.207570, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:53:44.163390: iter: [82/300], train_loss: 1.702051, valid_loss: 0.198076, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:55:03.709400: iter: [83/300], train_loss: 1.714248, valid_loss: 0.200870, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:56:22.761291: iter: [84/300], train_loss: 1.708536, valid_loss: 0.203478, best_valid_loss: 0.196104, lr: 0.00100
2024-07-18 21:57:42.773716: iter: [85/300], train_loss: 1.687255, valid_loss: 0.195831, best_valid_loss: 0.195831, lr: 0.00100
2024-07-18 21:59:02.202841: iter: [86/300], train_loss: 1.705564, valid_loss: 0.199269, best_valid_loss: 0.195831, lr: 0.00100
2024-07-18 22:00:21.778496: iter: [87/300], train_loss: 1.704408, valid_loss: 0.216650, best_valid_loss: 0.195831, lr: 0.00100
2024-07-18 22:01:41.369731: iter: [88/300], train_loss: 1.693948, valid_loss: 0.200367, best_valid_loss: 0.195831, lr: 0.00100
2024-07-18 22:03:00.785587: iter: [89/300], train_loss: 1.711164, valid_loss: 0.202838, best_valid_loss: 0.195831, lr: 0.00100
2024-07-18 22:04:20.806352: iter: [90/300], train_loss: 1.732324, valid_loss: 0.195020, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:05:40.223636: iter: [91/300], train_loss: 1.703665, valid_loss: 0.203867, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:06:59.576260: iter: [92/300], train_loss: 1.684698, valid_loss: 0.200930, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:08:18.883199: iter: [93/300], train_loss: 1.721481, valid_loss: 0.197869, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:09:38.200937: iter: [94/300], train_loss: 1.689018, valid_loss: 0.208383, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:10:57.679277: iter: [95/300], train_loss: 1.714176, valid_loss: 0.225044, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:12:17.135230: iter: [96/300], train_loss: 1.693369, valid_loss: 0.208492, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:13:36.689279: iter: [97/300], train_loss: 1.691741, valid_loss: 0.195719, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:14:56.064758: iter: [98/300], train_loss: 1.665718, valid_loss: 0.206141, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:16:15.016146: iter: [99/300], train_loss: 1.701457, valid_loss: 0.197824, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:17:34.093668: iter: [100/300], train_loss: 1.654837, valid_loss: 0.214908, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:18:53.137877: iter: [101/300], train_loss: 1.709383, valid_loss: 0.239443, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:20:12.622567: iter: [102/300], train_loss: 1.650523, valid_loss: 0.206770, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:21:32.057379: iter: [103/300], train_loss: 1.675534, valid_loss: 0.207811, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:22:51.046381: iter: [104/300], train_loss: 1.661169, valid_loss: 0.200148, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:24:10.192592: iter: [105/300], train_loss: 1.731438, valid_loss: 0.216238, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:25:28.839548: iter: [106/300], train_loss: 1.668118, valid_loss: 0.199436, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:26:47.838741: iter: [107/300], train_loss: 1.688459, valid_loss: 0.197666, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:28:07.065836: iter: [108/300], train_loss: 1.649237, valid_loss: 0.201708, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:29:26.150217: iter: [109/300], train_loss: 1.654849, valid_loss: 0.199779, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:30:45.294553: iter: [110/300], train_loss: 1.679956, valid_loss: 0.210281, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:32:04.443419: iter: [111/300], train_loss: 1.833205, valid_loss: 0.211472, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:33:23.545541: iter: [112/300], train_loss: 1.693694, valid_loss: 0.225686, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:34:42.033103: iter: [113/300], train_loss: 1.699879, valid_loss: 0.197339, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:36:01.099400: iter: [114/300], train_loss: 1.619420, valid_loss: 0.202232, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:37:20.105232: iter: [115/300], train_loss: 1.641783, valid_loss: 0.196166, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:38:39.232799: iter: [116/300], train_loss: 1.712219, valid_loss: 0.203461, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:39:57.856247: iter: [117/300], train_loss: 1.653599, valid_loss: 0.227590, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:41:16.689100: iter: [118/300], train_loss: 1.680630, valid_loss: 0.197177, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:42:35.212166: iter: [119/300], train_loss: 1.655106, valid_loss: 0.201299, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:43:53.348687: iter: [120/300], train_loss: 1.652458, valid_loss: 0.200766, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:45:12.245126: iter: [121/300], train_loss: 1.706375, valid_loss: 0.206839, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:46:30.934930: iter: [122/300], train_loss: 1.668489, valid_loss: 0.203851, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:47:50.131866: iter: [123/300], train_loss: 1.635028, valid_loss: 0.223825, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:49:08.959540: iter: [124/300], train_loss: 1.642538, valid_loss: 0.209079, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:50:27.764267: iter: [125/300], train_loss: 1.624519, valid_loss: 0.195723, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:51:46.918770: iter: [126/300], train_loss: 1.670327, valid_loss: 0.222510, best_valid_loss: 0.195020, lr: 0.00100
2024-07-18 22:53:06.076910: iter: [127/300], train_loss: 1.646124, valid_loss: 0.193983, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 22:54:24.807488: iter: [128/300], train_loss: 1.635206, valid_loss: 0.212947, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 22:55:43.427267: iter: [129/300], train_loss: 1.727291, valid_loss: 0.197334, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 22:57:01.856797: iter: [130/300], train_loss: 1.644958, valid_loss: 0.227783, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 22:58:20.837980: iter: [131/300], train_loss: 1.656529, valid_loss: 0.196766, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 22:59:39.671212: iter: [132/300], train_loss: 1.645970, valid_loss: 0.198034, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 23:00:58.738820: iter: [133/300], train_loss: 1.617864, valid_loss: 0.204015, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 23:02:17.826102: iter: [134/300], train_loss: 1.718600, valid_loss: 0.203850, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 23:03:36.627043: iter: [135/300], train_loss: 1.642774, valid_loss: 0.215230, best_valid_loss: 0.193983, lr: 0.00100
2024-07-18 23:04:56.375517: iter: [136/300], train_loss: 1.682085, valid_loss: 0.192791, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:06:15.486782: iter: [137/300], train_loss: 1.614132, valid_loss: 0.231708, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:07:34.679405: iter: [138/300], train_loss: 1.646954, valid_loss: 0.202006, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:08:53.511950: iter: [139/300], train_loss: 1.658288, valid_loss: 0.204244, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:10:12.973239: iter: [140/300], train_loss: 1.725508, valid_loss: 0.205883, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:11:32.137953: iter: [141/300], train_loss: 1.638068, valid_loss: 0.196606, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:12:50.966833: iter: [142/300], train_loss: 1.638251, valid_loss: 0.195475, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:14:10.152834: iter: [143/300], train_loss: 1.629673, valid_loss: 0.197195, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:15:29.322183: iter: [144/300], train_loss: 1.633381, valid_loss: 0.201459, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:16:48.406618: iter: [145/300], train_loss: 1.637963, valid_loss: 0.200746, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:18:07.481365: iter: [146/300], train_loss: 1.600395, valid_loss: 0.195908, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:19:26.581749: iter: [147/300], train_loss: 1.659141, valid_loss: 0.197521, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:20:45.330034: iter: [148/300], train_loss: 1.611238, valid_loss: 0.207400, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:22:04.431017: iter: [149/300], train_loss: 1.690366, valid_loss: 0.197997, best_valid_loss: 0.192791, lr: 0.00100
2024-07-18 23:23:24.457296: iter: [150/300], train_loss: 1.507797, valid_loss: 0.189832, best_valid_loss: 0.189832, lr: 0.00100
2024-07-18 23:24:43.351740: iter: [151/300], train_loss: 1.493374, valid_loss: 0.190818, best_valid_loss: 0.189832, lr: 0.00100
2024-07-18 23:26:02.742917: iter: [152/300], train_loss: 1.489022, valid_loss: 0.189008, best_valid_loss: 0.189008, lr: 0.00100
2024-07-18 23:27:22.265020: iter: [153/300], train_loss: 1.486652, valid_loss: 0.191234, best_valid_loss: 0.189008, lr: 0.00100
2024-07-18 23:28:41.870773: iter: [154/300], train_loss: 1.483631, valid_loss: 0.188363, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:30:01.016817: iter: [155/300], train_loss: 1.479713, valid_loss: 0.189934, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:31:20.236682: iter: [156/300], train_loss: 1.481572, valid_loss: 0.188424, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:32:39.497572: iter: [157/300], train_loss: 1.481624, valid_loss: 0.189462, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:33:58.388826: iter: [158/300], train_loss: 1.479691, valid_loss: 0.189630, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:35:17.848954: iter: [159/300], train_loss: 1.478672, valid_loss: 0.188660, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:36:37.132465: iter: [160/300], train_loss: 1.481221, valid_loss: 0.190549, best_valid_loss: 0.188363, lr: 0.00100
2024-07-18 23:37:56.944659: iter: [161/300], train_loss: 1.480701, valid_loss: 0.188166, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:39:16.044128: iter: [162/300], train_loss: 1.479207, valid_loss: 0.190117, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:40:35.544327: iter: [163/300], train_loss: 1.477033, valid_loss: 0.188996, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:41:54.962586: iter: [164/300], train_loss: 1.479923, valid_loss: 0.188715, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:43:14.313925: iter: [165/300], train_loss: 1.475945, valid_loss: 0.188529, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:44:33.656708: iter: [166/300], train_loss: 1.476585, valid_loss: 0.189016, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:45:53.014918: iter: [167/300], train_loss: 1.479431, valid_loss: 0.188388, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:47:11.892459: iter: [168/300], train_loss: 1.473716, valid_loss: 0.190337, best_valid_loss: 0.188166, lr: 0.00100
2024-07-18 23:48:31.536890: iter: [169/300], train_loss: 1.476471, valid_loss: 0.187745, best_valid_loss: 0.187745, lr: 0.00100
2024-07-18 23:49:51.545968: iter: [170/300], train_loss: 1.469390, valid_loss: 0.186828, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:51:10.534433: iter: [171/300], train_loss: 1.473712, valid_loss: 0.189138, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:52:29.741322: iter: [172/300], train_loss: 1.472684, valid_loss: 0.188800, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:53:48.919229: iter: [173/300], train_loss: 1.473810, valid_loss: 0.189016, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:55:08.249647: iter: [174/300], train_loss: 1.473160, valid_loss: 0.189795, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:56:27.378388: iter: [175/300], train_loss: 1.471605, valid_loss: 0.189899, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:57:46.711921: iter: [176/300], train_loss: 1.469556, valid_loss: 0.187869, best_valid_loss: 0.186828, lr: 0.00100
2024-07-18 23:59:06.297939: iter: [177/300], train_loss: 1.469940, valid_loss: 0.188535, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:00:25.430896: iter: [178/300], train_loss: 1.468498, valid_loss: 0.188047, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:01:44.806559: iter: [179/300], train_loss: 1.471929, valid_loss: 0.187799, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:03:04.233187: iter: [180/300], train_loss: 1.472629, valid_loss: 0.188596, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:04:23.683689: iter: [181/300], train_loss: 1.467163, valid_loss: 0.188546, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:05:42.984201: iter: [182/300], train_loss: 1.470577, valid_loss: 0.188950, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:07:02.237748: iter: [183/300], train_loss: 1.468488, valid_loss: 0.187980, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:08:21.360961: iter: [184/300], train_loss: 1.466731, valid_loss: 0.188332, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:09:40.934629: iter: [185/300], train_loss: 1.467366, valid_loss: 0.191567, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:11:00.590501: iter: [186/300], train_loss: 1.468674, valid_loss: 0.188330, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:12:19.946970: iter: [187/300], train_loss: 1.465608, valid_loss: 0.191914, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:13:39.646996: iter: [188/300], train_loss: 1.465962, valid_loss: 0.189794, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:14:59.093460: iter: [189/300], train_loss: 1.462966, valid_loss: 0.188629, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:16:18.132427: iter: [190/300], train_loss: 1.467186, valid_loss: 0.189105, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:17:37.882644: iter: [191/300], train_loss: 1.464644, valid_loss: 0.187398, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:18:57.411882: iter: [192/300], train_loss: 1.471069, valid_loss: 0.191744, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:20:16.656004: iter: [193/300], train_loss: 1.464072, valid_loss: 0.187971, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:21:36.235358: iter: [194/300], train_loss: 1.463497, valid_loss: 0.187991, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:22:55.583065: iter: [195/300], train_loss: 1.463015, valid_loss: 0.189878, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:24:15.119631: iter: [196/300], train_loss: 1.461254, valid_loss: 0.187914, best_valid_loss: 0.186828, lr: 0.00100
2024-07-19 00:25:34.301102: iter: [197/300], train_loss: 1.462188, valid_loss: 0.188233, best_valid_loss: 0.186828, lr: 0.00100
